Day,detector_id,lane,speed,occupancy,volume,District,Road_EN
3,AID01103,Middle Lane,0.236971037,-0.61792927,-0.784630065,Kwai Tsing,Tsuen Wan Road near Kwai Chung Park - Northbound 
3,AID01104,Fast Lane,0.590735219,-0.727183403,-1.044804782,Tsuen Wan,Tsuen Wan Road near Wing Kin Industrial Building - Nouthbound 
3,AID01105,Fast Lane,0.338046518,-0.508675136,-0.524455348,Kwai Tsing,Tsuen Wan Road near Wing Kei Road 5-A-Side Soccer Pitch - Northbound 
3,AID01105,Slow Lane,1.601490027,-0.727183403,-1.044804782,Tsuen Wan,Tsuen Wan Road near Tsuen Wan Driving Test Centre - Northbound 
3,AID01106,Fast Lane,-0.57163281,0.693120336,1.296767672,Tsuen Wan,Tsuen Wan Road near Tsuen Wan Sports Centre - Northbound 
3,AID01106,Slow Lane,-1.127547954,0.037595533,-1.044804782,Tsuen Wan,Tsuen Wan Road near Tsuen Wan West MTR Station - Northbound 
3,AID01107,Fast Lane,-0.318944108,0.256103801,1.817117107,Tsuen Wan,Tsuen Wan Road near Hoi Shing Garden - Northbound 
3,AID01107,Slow Lane,0.236971037,-0.727183403,-1.3049795,Tsuen Wan,Tsuen Wan Road near Kong Nam industrial building - Westbound 
3,AID01108,Fast Lane,0.64127296,-0.180912734,-0.004105914,Tsuen Wan,Tuen Mun Road near Belvedere Garden Phase 1 Car Park -Eastbound 
3,AID01108,Slow Lane,0.843423921,-0.61792927,-0.784630065,Tsuen Wan,Tsuen Wan Road near Hoi Shing Garden - Southbound 
3,AID01109,Fast Lane,0.338046518,-0.0716586,0.776418238,Tsuen Wan,Tsuen Wan Road near Tsuen Wan West MTR Station - Southbound 
3,AID01110,Fast Lane,-0.268406367,-0.508675136,-0.524455348,Tsuen Wan,Tsuen Wan Road near Tsuen Wan Sports Centre - Sorthbound 
3,AID01110,Middle Lane,0.135895556,-0.61792927,-0.524455348,Kwai Tsing,Tsuen Wan Road near Wing Kei Road 5-A-Side Soccer Pitch - Southbound (1) 
3,AID01110,Slow Lane,0.085357816,-0.727183403,-1.044804782,Kwai Tsing,Tsuen Wan Road near Wing Kei Road 5-A-Side Soccer Pitch - Southbound (2) 
3,AID01111,Fast Lane,0.439121998,0.037595533,1.296767672,Kwai Tsing,Tsuen Wan Road near Kwai Chung Park - Southbound 
3,AID01111,Middle Lane,2.309018393,-0.61792927,-1.3049795,Kwai Tsing,Tsuen Wan Road near Kwai Shun Street Playground - Southbound 
3,AID01111,Middle Lane,0.742348441,-0.508675136,-1.3049795,Kwai Tsing,Kwai Chung Road near Lai King MTR Station - Southbound (1) 
3,AID01111,Slow Lane,0.236971037,-0.727183403,-0.524455348,Kwai Tsing,Kwai Chung Road near Lai King MTR Station - Southbound (2) 
3,AID01112,Fast Lane,0.186433296,0.256103801,-0.004105914,Kwai Tsing,Kwai Chung Road near Hong Chi Winifred Mary Cheung Morninghope School - Southbound 
3,AID01112,Middle Lane,0.236971037,-0.61792927,-0.524455348,Sham Shui Po,Kwai Chung Road near Mei Foo MTR Station - Southbound 
3,AID01112,Slow Lane,-0.521095069,-0.508675136,-0.004105914,Sham Shui Po,Kwai Chung Road near Delia Memorial School (Glee Path) - Southbound 
3,AID01113,Fast Lane,0.64127296,-0.727183403,-0.784630065,Sham Shui Po,Kwai Chung Road near Lai Chi Kok Fire Station - Southbound 
3,AID01113,Middle Lane,0.236971037,-0.727183403,-1.044804782,Sham Shui Po,Lai Chi Kok Road near Novel Industrial Building - Southbound 
3,AID01114,Fast Lane,0.388584258,-0.61792927,-0.524455348,Sham Shui Po,West Kowloon Corridor near The Pacifica -Southbound 
3,AID01114,Middle Lane,-0.268406367,-0.399421002,-0.524455348,Sham Shui Po,West Kowloon Corridor near West Kowloon Law Courts Building - Southbound 
3,AID01115,Fast Lane,0.439121998,-0.399421002,0.516243521,Sham Shui Po,West Kowloon Corridor near Tung Chau Street Park - Southbound 
3,AID01115,Slow Lane,-0.521095069,-0.508675136,-0.524455348,Yau Tsim Mong,West Kowloon Corridor near Sycamore Playground -Southbound 
3,AID01116,Fast Lane,0.135895556,-0.399421002,0.256068804,Yau Tsim Mong,West Kowloon Corridor near Fuk Keung Indistrial Building - Southbound 
3,AID01116,Slow Lane,0.6918107,-0.508675136,-0.524455348,Yau Tsim Mong,West Kowloon Corridor near Cherry Street Park - Southbound (1) 
3,AID01117,Fast Lane,0.893961662,-0.399421002,-0.264280631,Yau Tsim Mong,West Kowloon Corridor near Cherry Street Park - Southbound (2) 
3,AID01117,Middle Lane,0.893961662,-0.508675136,-0.524455348,Yau Tsim Mong,West Kowloon Corridor near Prosperous Garden - Southbound 
3,AID01118,Fast Lane,0.287508777,-0.508675136,-0.524455348,Yau Tsim Mong,Gascoigne Road near Methodist College - Eastbound 
3,AID01118,Middle Lane,0.135895556,0.037595533,0.256068804,Yau Tsim Mong,Gascoigne Road near Diocesan Girls' School - Eastbound  
3,AID01118,Slow Lane,-1.734000838,-0.727183403,-1.3049795,Yau Tsim Mong,Gascoigne Road near Gun Club Hill Barracks - Eastbound 
3,AID01119,Fast Lane,0.135895556,-0.727183403,-1.044804782,Kowloon City,Chatham Road North near MTR Ho Man Tin Station - Eastbound 
3,AID01119,Middle Lane,-0.67270829,-0.0716586,-0.524455348,Kwun Tong,Kai Fuk Road near Billion Centre - Eastbound 
3,AID01119,Slow Lane,-0.62217055,-0.399421002,-0.784630065,Kwun Tong,Kai Fuk Road near Kowloon Bay Vehicle Detention and Examination Centre - Eastbound 
3,AID01120,Fast Lane,1.146650364,-0.61792927,-0.524455348,Kwun Tong,Kai Fuk Road near Kowloon Bay Vehicle Examination Centre - Eastbound 
3,AID01120,Middle Lane,0.64127296,-0.180912734,-0.264280631,Kwun Tong,Kai Fuk Road near Kwun Tong Road Sitting-out Area - Eastbound 
3,AID01121,Fast Lane,0.085357816,-0.0716586,1.296767672,Sai Kung,Wan Po Road near Pung Loi Road - Westbound 
3,AID01121,Slow Lane,0.287508777,-0.508675136,-0.264280631,Sai Kung,Wan Po Road near Hong Kong Velodrome - Westbound 
3,AID01122,Fast Lane,0.64127296,-0.508675136,0.256068804,Sai Kung,Tseung Kwan O Tunnel Road near Telephone Exchange - Westbound 
3,AID01123,Fast Lane,-0.066255406,-0.508675136,0.256068804,Sai Kung,Tseung Kwan O Tunnel Road near Tseung Kwan O Tunnel Portal - Westbound 
3,AID01123,Slow Lane,-0.925396992,-0.399421002,-0.004105914,Kwun Tong,Tseung Kwan O Road near Lin Tak Road - Westbound 
3,AID01124,Fast Lane,1.247725845,-0.727183403,-0.784630065,Kwun Tong,Tseung Kwan O Road near Junk Bay Road Substation - Westbound 
3,AID01124,Slow Lane,0.792886181,-0.61792927,-0.784630065,Kwun Tong,Tseung Kwan O Road near Yau Tong Telephone Exchange - Westbound 
3,AID01125,Fast Lane,0.489659739,-0.508675136,-0.004105914,Kwun Tong,Kwun Tong Road near Tsui Ping Road - Westbound 
3,AID01125,Slow Lane,0.338046518,0.037595533,-0.264280631,Kwun Tong,Kwun Tong Road near The Grande Building - Westbound 
3,AID01126,Fast Lane,0.893961662,-0.290166868,0.256068804,Kwun Tong,Kwun Tong Road near Lai Yip Street - Westbound 
3,AID01126,Slow Lane,0.135895556,0.146849667,-0.004105914,Kwun Tong,Kwun Tong Road near Yan Wing Mansion - Westbound 
3,AID01127,Fast Lane,0.792886181,-0.399421002,0.256068804,Kwun Tong,Kwun Tong Road near Fuk To Street - Westbound 
3,AID01127,Slow Lane,0.995037143,-0.290166868,-0.264280631,Kwun Tong,Kwun Tong Road near Kowloon Bay St. John the Baptist Catholic Primary School - Westbound 
3,AID01128,Fast Lane,1.197188104,-0.399421002,0.516243521,Kwun Tong,Kwun Tong Road near Choi Shek Lane - Westbound 
3,AID01128,Slow Lane,1.096112623,-0.399421002,-0.524455348,Kwun Tong,Lung Cheung Road near Ping Shek Estate - Westbound 
3,AID01129,Fast Lane,0.792886181,-0.399421002,0.256068804,Wong Tai Sin,Lung Cheung Road near Kam Hon House Choi Hung Estate Substation - Westbound 
3,AID01129,Slow Lane,0.085357816,0.583866202,0.776418238,Wong Tai Sin,Lung Cheung Road near Diamond Hill MTR Station 
3,AID01131,Fast Lane,1.652027768,-0.727183403,-1.044804782,Wong Tai Sin,Lung Cheung Road near Po Kong Village Road - Westbound 
3,AID01131,Slow Lane,0.792886181,-0.61792927,-1.044804782,Wong Tai Sin,Lung Cheung Road near Lung On House Lower Wong Tai Sin (II) Estate - Westbound 
3,AID01132,Fast Lane,1.803640989,-0.727183403,-1.044804782,Wong Tai Sin,Lung Cheung Road near Tin Ma Court - Westbound 
3,AID01132,Slow Lane,0.742348441,-0.61792927,-0.524455348,Kowloon City,Lung Cheung Road near RTHK - Westbound 
3,AID01133,Fast Lane,2.106867431,-0.508675136,-0.004105914,Kowloon City,Lung Cheung Road near Lung Cheung Road Park - Westbound 
3,AID01133,Slow Lane,1.399339066,-0.61792927,-0.784630065,Kowloon City,Lung Cheung Road near Elizabethan Court - Westbound 
3,AID01134,Fast Lane,0.944499402,-0.290166868,0.516243521,Sham Shui Po,Lung Cheung Road Lookout - Westbound 
3,AID01134,Slow Lane,0.489659739,-0.290166868,-0.004105914,Sham Shui Po,Lung Cheung Road Beacon Heights - Westbound (1) 
3,AID01135,Fast Lane,0.995037143,-0.61792927,-0.784630065,Sham Shui Po,Lung Cheung Road Beacon Heights - Westbound (2) 
3,AID01135,Slow Lane,1.348801325,-0.61792927,-0.524455348,Sham Shui Po,Lung Cheung Road Tai Woh Ping - Westbound 
3,AID01201,Fast Lane,-0.167330886,-0.290166868,1.036592955,Sham Shui Po,Lung Cheung Road near Ching Cheung Road - Westbound 
3,AID01201,Slow Lane,-0.723246031,0.911628604,2.077291824,Sham Shui Po,Lung Cheung Road near Monte Carlton - Westbound 
3,AID01202,Fast Lane,-0.369481848,-0.290166868,0.256068804,Sham Shui Po,Ching Cheung Road near Caritas Medical Centre - Westbound 
3,AID01202,Slow Lane,-0.67270829,-0.290166868,-0.524455348,Sham Shui Po,Ching Cheung Road near Dragon lndustrial Building - Westbound 
3,AID01203,Fast Lane,-0.318944108,-0.399421002,-0.264280631,Sham Shui Po,Ching Cheung Road near CLP Substation - Westbound 
3,AID01203,Slow Lane,-0.62217055,-0.290166868,-0.524455348,Sham Shui Po,Ching Cheung Road near Lai Chi Kok Park Sports Centre - Westbound 
3,AID01204,Fast Lane,-1.380236656,-0.290166868,-0.264280631,Sham Shui Po,Ching Cheung Road near Ching Lai Court - Westbound 
3,AID01204,Middle Lane,-1.026472473,-0.508675136,-0.524455348,Sham Shui Po,Ching Cheung Road near Ching Lai Court - Eastbound 
3,AID01204,Slow Lane,-1.380236656,-0.399421002,-0.784630065,Sham Shui Po,Ching Cheung Road near CLP Substation - Eastbound 
3,AID01205,Fast Lane,-0.066255406,-0.727183403,-1.044804782,Sham Shui Po,Ching Cheung Road near International School - Eastbound 
3,AID01206,Fast Lane,-1.127547954,1.348645139,2.857815976,Sham Shui Po,Ching Cheung Road near Dragon lndustrial Building - Eastbound 
3,AID01206,Slow Lane,-0.874859252,0.583866202,1.296767672,Sham Shui Po,Ching Cheung Road near Caritas Medical Centre - Eastbound 
3,AID01207,Fast Lane,-0.167330886,-0.508675136,-0.524455348,Sham Shui Po,Lung Cheung Road near Monte Carlton - Eastbound 
3,AID01207,Middle Lane ,-0.470557329,-0.508675136,-0.784630065,Sham Shui Po,Lung Cheung Road near Tai Woh Ping - Eastbound 
3,AID01207,Middle Lane ,-0.217868627,-0.290166868,-0.524455348,Sham Shui Po,Lung Cheung Road near Block 15 Beacon Heights Phase 2 - Eastbound 
3,AID01207,Slow Lane,-0.723246031,-0.508675136,-1.044804782,Sham Shui Po,Lung Cheung Road Beacon Heights - Eastbound (2) 
3,AID01208,Fast Lane,0.186433296,-0.399421002,-0.004105914,Kowloon City,Lung Cheung Road Lookout - Eastbound 
3,AID01208,Slow Lane,-0.167330886,-0.508675136,-0.264280631,Kowloon City,Lung Cheung Road near Elizabethan Court - Eastbound 
3,AID01209,Fast Lane,0.388584258,0.037595533,1.817117107,Wong Tai Sin,Lung Cheung Road near Lung Cheung Road Park - Eastbound 
3,AID01209,Middle Lane,-0.318944108,-0.180912734,-0.264280631,Wong Tai Sin,Lung Cheung Road near Meridain Hill - Eastbound 
3,AID01209,Slow Lane,-0.217868627,-0.180912734,0.256068804,Wong Tai Sin,Lung Cheung Road near Temple Mall North - Eastbound 
3,AID01210,Fast Lane,0.085357816,-0.508675136,-0.264280631,Wong Tai Sin,Lung Cheung Road near Tropicana Gardens - Eastbound 
4,TDS10001,Fast Lane,1.096112623,-0.61792927,-0.784630065,Wong Tai Sin,Lung Cheung Road near Lung Poon Court Commercial Centre - Eastbound 
4,TDS10001,Middle Lane,0.6918107,-0.180912734,-0.004105914,Wong Tai Sin,Lung Cheung Road near Nan Lian Garden - Eastbound 
4,TDS10001,Slow Lane,-0.116793146,-0.727183403,-1.3049795,Wong Tai Sin,Lung Cheung Road near Ngau Chi Wan Village Playground - Eastbound 
4,TDS10002,Fast Lane,0.186433296,-0.727183403,-1.3049795,Kwun Tong,Kwun Tong Road near Choi Shek Lane - Eastbound 
4,TDS10003,Fast Lane,0.287508777,-0.399421002,-0.524455348,Kwun Tong,Kwun Tong Road near Kai Tai Court - Eastbound 
4,TDS10003,Slow Lane,1.550952287,-0.399421002,-0.784630065,Kwun Tong,Kwun Tong Road near Lower Ngau Tau Kok Estate - Eastbound 
4,TDS10004,Fast Lane,1.298263585,-0.399421002,-0.524455348,Kwun Tong,Kwun Tong Road near Sheung Yee Road - Eastbound 
4,TDS10004,Middle Lane,0.540197479,0.146849667,-0.004105914,Kwun Tong,Kwun Tong Road near Foo Yue Building - Eastbound 
4,TDS10005,Slow Lane,1.197188104,-0.61792927,-1.3049795,Kwun Tong,Kwun Tong Road near Kwun Tong Road Rest Garden - Eastbound 
4,TDS10006,Fast Lane,0.439121998,-0.61792927,-1.044804782,Kwun Tong,Kwun Tong Road near Hong Ning Road - Eastbound 
4,TDS10006,Slow Lane,-0.318944108,-0.508675136,-1.3049795,Kwun Tong,Kwun Tong Road near Hong Kong Student Aid Society - Eastbound 
4,TDS10007,Fast Lane,0.489659739,-0.290166868,-0.264280631,Kwun Tong,Tseung Kwan O Road near Kwun Tong Swimming Pool - Eastbound 
4,TDS10007,Slow Lane,0.287508777,0.365357935,0.256068804,Kwun Tong,Tseung Kwan O Road near Tsui Ping (South) Estate - Eastbound 
4,TDS10010,Fast Lane,0.64127296,0.474612069,0.776418238,Sai Kung,Tseung Kwan O Tunnel Road near Tseung Kwan O Tunnel Portal - Eastbound 
4,TDS10010,Slow Lane,0.388584258,0.256103801,-0.264280631,Sai Kung,Tseung Kwan O Tunnel Road near Po Hong Park - Eastbound 
4,TDS10011,Fast Lane,0.742348441,0.037595533,-0.264280631,Sai Kung,Wan Po Road near Tseung Kwan O Tunnel Road - Eastbound 
4,TDS10011,Middle Lane,-0.116793146,-0.399421002,-1.044804782,Sai Kung,Wan Po Road near Chiu Shun Road - Eastbound 
4,TDS10011,Slow Lane,-1.9361518,0.80237447,-0.004105914,Tsuen Wan,North Lantau Highway near Yan O Wan - Westbound (1) 
4,TDS10012,Fast Lane,-0.773783771,-0.399421002,-0.264280631,Tsuen Wan,North Lantau Highway near Yan O Wan - Westbound (2) 
4,TDS10012,Middle Lane,0.034820075,-0.290166868,-0.784630065,Tsuen Wan,North Lantau Highway near Sunny Bay Beach - Westbound 
4,TDS10012,Slow Lane,0.135895556,-0.290166868,-0.784630065,Tsuen Wan,North Lantau Highway near Sham Shui Kok Substation - Westbound (1) 
4,TDS10013,Fast Lane,1.348801325,0.037595533,0.256068804,Tsuen Wan,North Lantau Highway near Sham Shui Kok Substation - Westbound (2) 
4,TDS10013,Middle Lane,1.601490027,0.256103801,-0.004105914,Tsuen Wan,North Lantau Highway near Sham Shui Kok Substation - Westbound (3) 
4,TDS20001,Fast Lane,-0.369481848,-0.727183403,-1.3049795,Tsuen Wan,North Lantau Highway near Tung Yip Hang - Westbound 
4,TDS20002,Fast Lane,1.500414546,-0.399421002,-0.524455348,Tsuen Wan,North Lantau Highway near HK Police Vehicle Pound - Westbound 
4,TDS20002,Slow Lane,2.00579195,-0.180912734,-0.784630065,Islands,North Lantau Highway near Siu Ho Wan Sewage Treatment Works - Westbound 
4,TDS20003,Fast Lane,-0.57163281,-0.0716586,-0.524455348,Islands,North Lantau Highway near Siu Ho Wan Gov. Vehicle Centre - Westbound 
4,TDS20003,Middle Lane,1.247725845,-0.61792927,-1.044804782,Islands,North Lantau Highway near MTR Siu Ho Wan Depot - Westbound (2) 
4,TDS20003,Middle Lane,-0.521095069,-0.61792927,-1.044804782,Islands,North Lantau Highway near Tai Ho Wan - Westbound (1) 
4,TDS20003,Slow Lane,0.338046518,-0.61792927,-1.044804782,Islands,North Lantau Highway near Tai Ho Wan - Westbound (2) 
4,TDS20004,Fast Lane,-0.975934733,-0.61792927,-1.044804782,Islands,North Lantau Highway near Tai Ho Wan - Westbound (3) 
4,TDS20004,Middle Lane,2.511169354,-0.290166868,-0.524455348,Islands,North Lantau Highway near Tai Ho Wan - Westbound (4) 
4,TDS20004,Slow Lane,0.439121998,-0.180912734,-0.524455348,Islands,North Lantau Highway near Tai Ho Wan - Westbound (5) 
4,TDS20005,Fast Lane,-0.318944108,-0.399421002,-0.524455348,Islands,North Lantau Highway near Ying Tung Estate - Westbound (1) 
4,TDS20005,Middle Lane,0.742348441,0.146849667,-0.004105914,Islands,North Lantau Highway near Ying Tung Estate - Westbound (2) 
4,TDS20005,Slow Lane,1.348801325,-0.399421002,-0.524455348,Islands,North Lantau Highway near Caribbean Coast Phase 1 - Westbound 
4,TDS20006,Fast Lane,0.64127296,-0.508675136,-1.044804782,Islands,North Lantau Highway near Caribbean Coast Phase 3 - Westbound 
4,TDS20006,Middle Lane,0.944499402,-0.0716586,-0.524455348,Islands,North Lantau Highway near Tung Chung (N) - Westbound (1) 
4,TDS20006,Slow Lane,0.338046518,0.037595533,-0.264280631,Islands,North Lantau Highway near Tung Chung (N) - Westbound (2) 
4,TDS20007,Fast Lane,-0.369481848,-0.399421002,-0.524455348,Islands,North Lantau Highway near Tung Chung (N) - Eastbound (1) 
4,TDS20007,Slow Lane,-0.015717665,-0.399421002,-1.044804782,Islands,North Lantau Highway near Tung Chung (N) - Eastbound (2) 
4,TDS20008,Fast Lane,1.146650364,-0.727183403,-1.044804782,Islands,North Lantau Highway near Tung Chung (N) - Eastbound (3) 
4,TDS20009,Fast Lane,1.348801325,0.474612069,-0.264280631,Islands,North Lantau Highway near Caribbean Coast Phase 3 - Eastbound 
4,TDS20009,Slow Lane,0.439121998,0.583866202,-0.004105914,Islands,North Lantau Highway near Caribbean Coast Phase 1 - Eastbound 
4,TDS30001,Fast Lane,1.601490027,-0.290166868,-0.264280631,Islands,North Lantau Highway near Ying Tung Estate - Eastbound (1) 
4,TDS30001,Middle Lane,0.893961662,-0.399421002,-0.524455348,Islands,North Lantau Highway near Ying Tung Estate - Eastbound (2) 
4,TDS30001,Slow Lane,0.186433296,-0.290166868,-0.784630065,Islands,North Lantau Highway near Tai Ho Wan - Eastbound (1) 
4,TDS30002,Middle Lane,0.287508777,-0.61792927,-1.044804782,Islands,North Lantau Highway near Tai Ho Wan - Eastbound (2) 
4,TDS30002,Slow Lane,0.034820075,-0.508675136,-1.3049795,Islands,North Lantau Highway near Tai Ho Wan - Eastbound (3) 
4,TDS30003,Middle Lane,1.550952287,-0.508675136,-0.784630065,Islands,North Lantau Highway near Tai Ho Wan - Eastbound (4) 
4,TDS30003,Slow Lane,0.590735219,-0.61792927,-1.3049795,Islands,North Lantau Highway near Tai Ho Wan - Eastbound (5) 
4,TDS30004,Middle Lane,3.067084499,-0.399421002,-1.044804782,Islands,North Lantau Highway near MTR Siu Ho Wan Depot - Eastbound (1) 
4,TDS30004,Slow Lane,-0.521095069,-0.180912734,-1.3049795,Islands,North Lantau Highway near MTR Siu Ho Wan Depot - Eastbound (2) 
4,TDS30005,Fast Lane,1.95525421,-0.727183403,-1.3049795,Islands,North Lantau Highway near MTR Siu Ho Wan Depot - Eastbound (3) 
4,TDS30006,Fast Lane,2.763858056,-0.727183403,-1.044804782,Islands,North Lantau Highway near Siu Ho Wan Sewage Treatment Works - Eastbound 
4,TDS30006,Middle Lane,0.540197479,-0.508675136,-0.784630065,Tsuen Wan,North Lantau Highway near Refuse Transfer Station - Eastbound 
4,TDS30006,Slow Lane,1.298263585,-0.399421002,-1.044804782,Tsuen Wan,North Lantau Highway near Tung Yip Hang - Eastbound (1) 
4,TDS30008,Fast Lane,2.207942912,-0.727183403,-1.3049795,Tsuen Wan,North Lantau Highway near Tung Yip Hang - Eastbound (2) 
4,TDS30008,Slow Lane,0.388584258,-0.399421002,-1.044804782,Tsuen Wan,North Lantau Highway near Tung Yip Hang - Eastbound (3) 
4,TDS90001,Fast Lane,1.298263585,-0.61792927,-0.784630065,Tsuen Wan,North Lantau Highway near Ta Pang Po - Eastbound 
4,TDS90001,Middle Lane,0.287508777,-0.0716586,-0.004105914,Tsuen Wan,North Lantau Highway near Yan O Wan - Eastbound (1) 
4,TDS90002,Fast Lane,0.843423921,-0.290166868,-0.264280631,Tsuen Wan,North Lantau Highway near Yan O Wan - Eastbound (2) 
4,TDS90002,Middle Lane,1.550952287,-0.180912734,-1.044804782,Tsuen Wan,Tuen Mun Road near Tsuen Wan Road - Eastbound 
4,TDS90002,Middle Lane,0.540197479,0.037595533,-0.004105914,Tsuen Wan,Tuen Mun Road near Chai Wan Kok Cooked Food Market - Eastbound 
4,TDS90002,Slow Lane,-0.773783771,-0.399421002,-1.3049795,Tsuen Wan,Cheung Pei Shan Road near The Mills - Eastbound 
4,TDS90003,Fast Lane,-0.521095069,-0.727183403,-1.044804782,Tsuen Wan,Cheung Pei Shan Road near Discovery Park - Eastbound 
4,TDS90003,Middle Lane,0.64127296,0.365357935,0.776418238,Tsuen Wan,Cheung Pei Shan Road near Tsuen Kam Interchange - Eastbound 
4,TDS90003,Slow Lane,-0.015717665,-0.61792927,-1.044804782,Tsuen Wan,Cheung Pei Shan Road near Shek Wai Kok Estate - Eastbound 
4,TDS90004,Fast Lane,1.550952287,-0.508675136,-0.784630065,Tsuen Wan,Cheung Pei Shan Road near Lui Ming Choi Lutheran College - Eastbound 
4,TDS90004,Middle Lane,0.489659739,-0.61792927,-1.044804782,Tsuen Wan,Cheung Pei Shan Road near Wo Yi Hop Road Interchange - Eastbound 
4,TDS90004,Middle Lane,0.64127296,-0.290166868,-0.524455348,Tsuen Wan,Cheung Pei Shan Road near Ho Fung College - Eastbound 
4,TDS90004,Slow Lane,-1.88561406,-0.290166868,-1.3049795,Tsuen Wan,Shing Mun Tunnel Road near Entrance from Shatin - Eastbound 
4,TDS90005,Fast Lane,2.359556133,-0.727183403,-1.3049795,Sha Tin,Shing Mun Tunnel Road near Puguangming Temple - Eastbound 
4,TDS90005,Middle Lane,1.096112623,-0.290166868,-0.524455348,Sha Tin,Shing Mun Tunnel Road near Mei Tin Road - Eastbound 
4,TDS90005,Slow Lane,0.6918107,-0.508675136,-1.044804782,Sha Tin,Shing Mun Tunnel Road near Chung Ling Road - Eastbound 
4,TDS90010,Fast Lane,0.995037143,-0.399421002,-0.524455348,Sha Tin,Shing Mun Tunnel Road near Hong Kong Heritage Museum - Eastbound 
4,TDS90011,Fast Lane,0.843423921,-0.180912734,-0.264280631,Sha Tin,Tai Po Road near Fo Tan Railway House - Northbound 
4,TDS90011,Slow Lane,1.854178729,-0.61792927,-0.784630065,Sha Tin,Tai Po Road near Sha Tin Racecourse - Northbound (1) 
4,TDS90012,Fast Lane,0.338046518,-0.727183403,-0.784630065,Sha Tin,Tai Po Road near Sha Tin Racecourse - Northbound (2) 
4,TDS90012,Slow Lane,0.64127296,-0.399421002,-0.264280631,Sha Tin,Tai Po Road near Sha Tin Racecourse - Northbound (3) 
4,TDS90013,Fast Lane,0.792886181,-0.727183403,-1.3049795,Sha Tin,Tolo Highway near Sha Tin Sewage Treatment Works - Northbound 
4,TDS90013,Middle Lane,1.500414546,-0.180912734,-0.524455348,Sha Tin,Tolo Highway near Ma Liu Shui Weigh Station - Northbound 
4,TDS90013,Slow Lane,-0.369481848,-0.508675136,-1.044804782,North,Fanling Highway near Golf Parkview - Eastbound 
4,TDS90014,Fast Lane,2.511169354,-0.727183403,-1.3049795,North,Fanling Highway near Eden Manor - Eastbound 
4,TDS90014,Middle Lane,0.590735219,-0.399421002,-0.524455348,North,Fanling Highway near Choi Yuen Estate Choi Lai House - Eastbound 
4,TDS90014,Slow Lane,-0.369481848,-0.508675136,-1.3049795,North,Fanling Highway near So Kwun Po Road - Eastbound 
4,TDS90015,Fast Lane,0.439121998,-0.508675136,-1.044804782,North,Fanling Highway near Fanling Recreation Ground - Eastbound 
4,TDS90015,Middle Lane,2.814395797,-0.399421002,-0.784630065,North,Fanling Highway near Fanling Station - Eastbound 
4,TDS90016,Fast Lane,1.652027768,-0.727183403,-1.3049795,North,Fanling Highway near Avon Park - Eastbound 
4,TDS90016,Middle Lane,0.034820075,-0.61792927,-1.044804782,Tsuen Wan,Cheung Pei Shan Road near Ho Fung College - Westbound 
4,TDS90016,Middle Lane,0.6918107,-0.508675136,-0.784630065,Tsuen Wan,Cheung Pei Shan Road near Wo Yi Hop Road Interchange - Westbound 
4,TDS90016,Slow Lane,-0.67270829,-0.180912734,-1.044804782,Tsuen Wan,Cheung Pei Shan Road near Lui Ming Choi Lutheran College - Westbound 
4,TDS90017,Middle Lane,1.247725845,-0.290166868,-0.264280631,Tsuen Wan,Cheung Pei Shan Road near Shek Wai Kok Estate - Westbound 
4,TDS90017,Slow Lane,1.399339066,-0.727183403,-1.044804782,Tsuen Wan,Cheung Pei Shan Road near Tsuen Kam Interchange - Westbound 
5,TDS10001,Fast Lane,-2.593142425,6.155827027,-0.004105914,Tsuen Wan,Cheung Pei Shan Road near Discovery Park - Westbound 
5,TDS10001,Middle Lane,-2.340453723,5.718810491,1.036592955,Tsuen Wan,Cheung Pei Shan Road near The Mills - Westbound 
5,TDS10001,Slow Lane,-1.481312137,2.113424076,1.817117107,Tsuen Wan,Tuen Mun Road near Chai Wan Kok Cooked Food Market - Westbound 
5,TDS10003,Fast Lane,0.843423921,-0.290166868,-1.3049795,North,Fanling Highway near Dawning Views - Westbound 
5,TDS10003,Slow Lane,0.590735219,0.365357935,0.776418238,North,Fanling Highway near Fanling Centre - Westbound 
5,TDS10004,Fast Lane,0.6918107,1.130136871,1.296767672,North,Fanling Highway near Fanling Station - Westbound 
5,TDS10004,Middle Lane,0.489659739,1.457899273,0.516243521,North,Fanling Highway near Exit to So Kwun Po Road - Westbound 
5,TDS10004,Slow Lane,0.843423921,-0.180912734,-0.524455348,North,Fanling Highway near Entrance from So Kwun Po Road - Westbound 
5,TDS10005,Fast Lane,0.944499402,-0.399421002,-0.524455348,North,Fanling Highway near Choi Yuen Estate Choi Lai House - Westbound 
5,TDS10005,Slow Lane,0.489659739,-0.290166868,-0.784630065,North,Fanling Highway near Eden Manor - Westbound 
5,TDS10006,Fast Lane,0.085357816,-0.0716586,0.256068804,North,Fanling Highway near Golf Parkview - Westbound 
5,TDS10007,Fast Lane,-0.874859252,1.67640754,2.337466541,Tuen Mun,Kong Sham Western Highway near Fuk Hang Tsuen - Northbound (1) 
5,TDS10007,Slow Lane,-0.67270829,1.567153407,0.516243521,Tuen Mun,Kong Sham Western Highway near Fuk Hang Tsuen - Northbound (2) 
5,TDS10010,Fast Lane,-1.430774396,4.407760886,1.817117107,Tuen Mun,Kong Sham Western Highway near Fuk Hang Tsuen - Northbound (3) 
